PB_Obj;PB_Longi;PB_Latid;PB_Link10;PB_Den10;PB_Pob10;PB_UHecta;PB_Upobla;PB_UMen18;PB_UPEA65;PB_UMay65;PB_Uinmig;PB_UPorInm;PB_RCHect;PB_UDenHo;PB_UHogar;PB_UDenNBIH;PB_UNBIH;PB_UPorNBIH;PB_UDenNBI;PB_UNBI;PB_UPorNBI;GN_AuUni;GN_AuTra;GN_AuT1;GN_AuT2;GN_AuT3;GN_AuT4;GN_AuT5;GN_AuT6;GN_AuT7;GN_AuT8;GN_AuT9;GN_Secto;GN_SecNo;GN_SecSu;GN_AuKm2;GN_DsAu;Log_DsAU;GN_Ds100;GN_DsAuI;GN_AuFra;GN_AuFra1;GN_AuFra2;GN_AuFra3;GN_AuFra4;GN_DsAve;GN_DsSub;GN_DsEVe;GN_DsAcc;GN_DenPC;GN_EVeAm;RU_Id;RU_NDbaM;RU_NDbaX;RU_DDbaM;RU_DDbaX;RU_IdAu;RU_Ds;RU_DsInv;RU_Accio;RU_Reloc;RU_Aisla;RU_Prote;BA_Id;BA_Ds;BA_DsInv;BA_TBAu;BA_CPasan;BA_CCorta;BA_TVia;BA_SentVi;BA_TrPub;BA_IdTra;BA_NomTra;BA_TraAl;BA_TraMe;BA_TraBa;QR_PrAmb;QR_EsPub;QR_Total;QR_DenHa
48;101866,9;98334,9;20071902;407,617;1659;0,412;168,007;50,433;108,562;9,013;63,288;0,377;4,064;124,75;51,418;9,843;4,057;0,079;21,158;8,721;0,052;48;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,0041217;983,1310195;6,890742397;1000;0,001017158;1;1;0;0;0;57,1729059;1104,000551;31,30306179;1230,591675;0;0;47;76,607237;81,607237;81,607237;86,607237;290;860;0,0012;Proteger;0;0;1;65;999,5983364;0,001000402;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;1;11;12;3,928759
49;101764,9;98382,6;20071901;177,374;878;0,184;32,7;9,087;21,825;1,788;15,232;0,466;4,949;55,368;10,207;3,433;0,633;0,062;5,858;1,08;0,033;49;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00184355;900,0264395;6,80242414;1000;0,001111078;1;1;0;0;0;72,20389305;1005,405205;41,71851864;1122,878646;1;0;48;71,19331;76,19331;76,19331;81,19331;290;766;0,0013;Proteger;0;0;1;66;915,5807856;0,001092203;Calle pasante;1;0;Calle;Doble;1;1;Media;0;1;0;0;9;9;8,349569
50;101178,5;98342,7;20071607;102,268;947;1,344;137,477;27,728;88,409;21,34;24,54;0,179;9,256;34,57;46,472;0,218;0,293;0,006;0,971;1,306;0,009;50;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01344282;814,3844691;6,702432575;900;0,001227921;1;1;0;0;0;55,22809851;818,6015946;217,4186486;814,3844691;1;0;49;71,511331;76,511331;76,511331;81,511331;201;627;0,0016;Proteger;0;0;1;80;825,74801;0,001211023;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;8;8;9,706382
51;101002,4;98335,4;20071606;153,04;1007;1,743;266,749;52,449;177,215;37,085;35,771;0,134;6,572;53,561;93,357;0,455;0,794;0,008;4,258;7,422;0,028;51;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01743007;696,5983855;6,54620904;700;0,001435547;1;1;0;0;0;71,4838014;683,5697135;91,68422962;732,1551572;1;0;50;71,511331;76,511331;76,511331;81,511331;201;542;0,0018;Proteger;0;0;1;81;706,4578461;0,001415513;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;3;17;20;26,641801
52;100783;98210;20071506;181,967;1110;11,321;2060,075;512,236;1224,91;322,931;298,711;0,145;6,093;54,821;620,63;0,329;3,724;0,006;0,658;7,448;0,004;52;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,11321135;641,687955;6,464102134;700;0,00155839;1;1;0;0;0;175,5173182;651,1505233;134,5892532;787,7090945;0;0;51;71,64654;76,64654;76,64654;81,64654;112;509;0,002;Proteger;0;0;1;83;650,7555744;0,001536675;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;6;6;12,61034
53;101822,4;98359,7;20071902;407,617;1659;0,743;302,818;90,9;195,673;16,245;114,072;0,377;4,064;124,75;92,677;9,843;7,312;0,079;21,158;15,718;0,052;53;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,007429;942,491246;6,848526631;1000;0,001061018;1;1;0;0;0;51,60484092;1057,471742;2,630393664;1180,870846;1;0;52;76,511331;81,511331;81,511331;86,511331;290;816;0,0012;Proteger;0;0;1;66;960,6872946;0,001040921;Calle pasante;1;0;Calle;Doble;1;1;Media;0;1;0;0;9;9;8,349569
54;100628,5;98358,8;20071505;105,856;705;1,924;203,687;47,382;128,279;28,025;35,238;0,173;6,659;34,992;67,331;0,451;0,869;0,013;0,602;1,158;0,006;54;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01924188;427,5418724;6,058052231;500;0,002338952;2;0;1;0;0;191,3018589;455,3554035;331,2152685;633,1880561;1;0;53;61,19331;66,19331;66,19331;71,19331;104;303;0,0033;Proteger;0;0;1;84;438,0908366;0,002282632;Calle pasante;1;0;Calle;Doble;0;0;Baja;0;0;1;0;5;5;8,592542
55;99966;98398,4;20071409;113,981;856;1,396;159,09;31,409;97,387;30,294;24,532;0,154;7,503;38,519;53,763;0,532;0,742;0,014;1,198;1,672;0,011;55;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01395753;133,170208;4,891628069;200;0,007509187;2;0;1;0;0;57,04262207;190,245326;95,30335447;913,7464717;3;0;54;76,607237;81,607237;76,511331;81,511331;1293;57;0,0175;Proteger;0;0;1;88;144,3912954;0,006925625;Calle pasante;1;0;Avenida;Sencillo;1;2;Alta;1;0;0;0;1;1;0,833056
56;100429,6;98373,3;20071503;149,068;960;2,016;300,535;74,195;189,399;36,941;57,613;0,192;6,441;49,058;98,906;1,398;2,819;0,028;4,347;8,763;0,029;56;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,02016087;277,8054833;5,626921168;300;0,003599641;2;0;1;0;0;182,7082268;286,9334012;225,8812446;663,0980779;1;0;55;66,511331;71,511331;71,511331;76,511331;102;192;0,0052;Proteger;0;0;1;87;290,465767;0,003442746;Calle pasante;1;0;Avenida;Sencillo;1;0;Baja;0;0;1;0;0;0;0
57;101378,2;98374,5;20071608;104,735;1106;2,287;239,581;58,487;154,016;27,077;35,53;0,148;10,552;33,359;76,308;0,854;1,953;0,026;1,231;2,816;0,012;57;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,02287498;827,0667071;6,717885353;900;0,001209092;1;1;0;0;0;91,86593255;855,7961194;396,2507797;885,8218424;0;0;56;66,607237;71,607237;71,607237;76,607237;290;661;0,0015;Proteger;0;0;1;67;841,3825837;0,00118852;Calle pasante;1;0;Calle;Doble;1;1;Media;0;1;0;5;57;62;64,576607
58;100260,1;98392;20071503;149,068;960;1,022;152,35;37,611;96,012;18,726;29,205;0,192;6,441;49,058;50,138;1,398;1,429;0,028;4,347;4,442;0,029;58;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01022013;123,5693653;4,816802661;200;0,008092621;2;0;1;0;0;41,88320701;120,0255622;55,97601485;722,880691;1;1;57;76,607237;81,607237;81,607237;86,607237;45;42;0,0238;Proteger;0;0;1;87;142,4737392;0,007018837;Calle pasante;1;0;Avenida;Sencillo;1;0;Baja;0;0;1;0;0;0;0
59;100930,6;98410,4;20071606;153,04;1007;1,151;176,089;34,623;116,985;24,481;23,613;0,134;6,572;53,561;61,628;0,455;0,524;0,009;4,258;4,899;0,028;59;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01150609;592,7948216;6,384848338;600;0,001686924;1;1;0;0;0;42,73156279;580,0742857;165,2531144;633,7227054;1;0;58;71,63713;76,63713;76,63713;81,63713;201;446;0,0022;Proteger;0;0;1;81;602,9314392;0,001658563;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;3;17;20;26,641801
60;101574,1;98402,7;20071609;114,024;1057;1,564;178,334;44,879;109,666;23,789;64,949;0,364;9,265;36,159;56,553;1,186;1,855;0,033;2,914;4,558;0,026;60;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01564009;826,657255;6,717390165;900;0,001209691;1;1;0;0;0;62,42029235;892,4621085;222,4296868;975,7680032;0;0;59;66,19331;71,19331;71,19331;76,19331;290;666;0,0015;Proteger;0;0;1;66;837,1071531;0,00119459;Calle pasante;1;0;Calle;Doble;1;1;Media;0;1;0;0;9;9;8,349569
61;99781,4;98413,6;20071409;113,981;856;1,507;171,756;33,91;105,14;32,706;26,485;0,154;7,503;38,519;58,043;0,532;0,801;0,014;1,198;1,805;0,011;61;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01506876;312,6142009;5,744969845;400;0,003198831;2;0;1;0;0;160,0812111;370,7811993;277,5720841;1051,745718;0;0;60;66,511331;71,511331;71,511331;76,511331;1293;192;0,0052;Proteger;0;0;1;88;327,3816827;0,003054539;Calle pasante;1;0;Avenida;Sencillo;1;2;Alta;1;0;0;0;1;1;0,833056
62;101086,7;98422,6;20071607;102,268;947;1,216;124,368;25,084;79,979;19,305;22,2;0,179;9,256;34,57;42,041;0,218;0,265;0,006;0,971;1,181;0,009;62;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01216105;696,2388238;6,545692739;700;0,001436289;1;1;0;0;0;49,5303697;698,1154882;208,7638835;697,0559543;1;0;61;71,607237;76,607237;76,607237;81,607237;201;508;0,002;Proteger;0;0;1;80;704,0314102;0,001420391;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;8;8;9,706382
63;101733,1;98434,9;20071901;177,374;878;0,787;139,566;38,786;93,15;7,63;65,01;0,466;4,949;55,368;43,566;3,433;2,701;0,062;5,858;4,609;0,033;63;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00786847;840,0394031;6,733448799;900;0,00119042;1;1;0;0;0;32,54444717;944,2733463;60,94376801;1064,129383;3;0;62;71,607237;76,607237;76,607237;81,607237;290;705;0,0014;Proteger;0;0;1;66;854,9244202;0,001169694;Calle pasante;1;0;Calle;Doble;1;1;Media;0;1;0;0;9;9;8,349569
64;100164,4;98414,3;20071502;70,569;1067;1,112;78,442;16,174;49,403;12,865;19,336;0,246;15,111;23,824;26,482;0,398;0,442;0,017;3,44;3,824;0,049;64;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01111563;27,11065661;3,299926883;100;0,036885864;2;0;1;0;0;49,19179038;30,98591777;0;762,441238;1;1;63;76,19331;81,19331;81,19331;86,19331;63;0;0;Aislar;0;1;0;88;85,96456453;0,0116327;Calle pasante;1;0;Avenida;Sencillo;1;2;Alta;1;0;0;0;1;1;0,833056
65;101011,2;98483,4;20071606;153,04;1007;0,615;94,062;18,495;62,49;13,077;12,614;0,134;6,572;53,561;32,92;0,455;0,28;0,009;4,258;2,617;0,028;65;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00614626;599,6966813;6,396423996;600;0,00166751;1;1;0;0;0;51,07222042;601,9359788;237,2705309;606,1560905;1;0;64;66,607237;71,607237;71,607237;76,607237;201;415;0,0024;Proteger;0;0;1;80;607,2045357;0,001646892;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;8;8;9,706382
66;100727,6;98447,5;20071505;105,856;705;1,503;159,116;37,014;100,209;21,893;27,527;0,173;6,659;34,992;52,598;0,451;0,679;0,013;0,602;0,905;0,006;66;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01503139;426,3562308;6,055275219;500;0,002345457;2;0;1;0;0;58,33270696;417,2175823;311,2045357;545,3590765;1;0;65;71,607237;76,607237;76,607237;81,607237;112;288;0,0035;Proteger;0;0;1;82;438,3154664;0,002281462;Calle pasante;1;0;Calle;Doble;0;0;Baja;0;0;1;0;4;4;7,447403
67;102012;98481,5;20072009;107,957;909;1,436;154,974;36,314;96,496;22,163;44,834;0,289;8,418;35,875;51,498;1,187;1,705;0,033;2,493;3,579;0,023;67;8;0;0;0;0;0;0;0;1;0;SUR;0;1;0,01435509;920,147705;6,824534206;1000;0,001086782;1;1;0;0;0;64,55898483;1095,474856;62,84394087;1260,467065;3;0;66;71,607237;76,607237;76,607237;81,607237;330;812;0,0012;Proteger;0;0;1;65;930,3901853;0,001074818;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;1;11;12;3,928759
68;100032,7;98479,8;20071410;118,576;766;0,628;74,433;17,005;45,087;12,341;10,495;0,141;6,457;36,087;22,653;0;0;0;1,238;0,777;0,01;68;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,00627721;95,9018726;4,563325508;100;0,010427325;2;0;1;0;0;33,72639993;124,253322;39,02345847;810,2170054;1;1;67;76,607237;81,607237;76,511331;81,511331;67;0;0;Proteger;0;0;1;87;138,0711293;0,007242644;Calle pasante;1;0;Avenida;Sencillo;1;0;Baja;0;0;1;0;0;0;0
69;100083,9;98509,6;20071410;118,576;766;0,157;18,579;4,244;11,254;3,08;2,62;0,141;6,457;36,087;5,654;0;0;0;1,238;0,194;0,01;69;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,00156681;63,9534196;4,158155;100;0,01563638;2;0;1;0;0;15,28935058;95,18968551;21,27526014;751,8692165;1;1;68;70;75;75;80;68;0;0;Proteger;0;0;1;87;85,5537911;0,011688553;Calle pasante;1;0;Avenida;Sencillo;1;0;Baja;0;0;1;0;0;0;0
70;100334,3;98474,1;20071503;149,068;960;1,543;230,036;56,79;144,97;28,275;44,098;0,192;6,441;49,058;75,705;1,398;2,158;0,028;4,347;6,707;0,029;70;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01543157;139,8635569;4,940667354;200;0,007149825;2;0;1;0;0;57,61915964;185,8956373;121,1085937;613,7806856;1;0;69;76,63713;81,63713;81,63713;86,63713;102;58;0,0172;Proteger;0;0;1;86;160,2187199;0,006241468;Calle pasante;1;0;Calle;Doble;1;1;Media;0;1;0;0;3;3;4,411116
71;100808;98477;20071601;151,363;722;0,817;123,66;20,039;85,98;17,641;7,531;0,061;4,764;52,052;42,525;0;0;0;0,208;0,17;0,001;71;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00816977;460,09143;6,131425231;500;0,002173481;2;0;1;0;0;21,2818396;445,1962562;278,7667229;530,2510007;3;0;70;71,63713;76,63713;76,63713;81,63713;112;335;0,003;Proteger;0;0;1;81;468,1843808;0,002135911;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;3;17;20;26,641801
72;101284,4;98454,4;20071607;102,268;947;2,393;244,77;49,368;157,407;37,995;43,691;0,178;9,256;34,57;82,741;0,218;0,521;0,006;0,971;2,325;0,009;72;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,0239342;741,5536416;6,608747501;800;0,00134852;1;1;0;0;0;97,96115318;761,2091284;370,7531506;771,071888;1;0;71;71,511331;76,511331;76,511331;81,511331;290;586;0,0017;Proteger;0;0;1;67;753,4715199;0,00132719;Calle pasante;1;0;Calle;Doble;1;1;Media;0;1;0;5;57;62;64,576607
73;99873,9;98485,1;20071409;113,981;856;1,745;198,842;39,257;121,721;37,864;30,661;0,154;7,503;38,519;67,197;0,532;0,927;0,014;1,198;2,09;0,011;73;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01744512;246,3825633;5,506885463;300;0,004058729;2;0;1;0;0;177,5981408;280,4615862;191,3277933;935,1262309;0;0;72;66,511331;71,511331;71,511331;76,511331;67;100;0,01;Proteger;0;0;1;88;264,3135373;0,003783385;Calle pasante;1;0;Avenida;Sencillo;1;2;Alta;1;0;0;0;1;1;0,833056
74;100990,6;98530,4;20071606;153,04;1007;0,313;47,908;9,42;31,827;6,66;6,424;0,134;6,572;53,561;16,767;0,455;0,143;0,009;4,258;1,333;0,028;74;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00313041;552,1662879;6,313849247;600;0,001811049;1;1;0;0;0;21,7394697;560,7561329;281,377969;555,084055;1;0;73;61,511331;66,511331;66,511331;71,511331;201;364;0,0027;Proteger;0;0;1;80;560,8905262;0,001782879;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;8;8;9,706382
75;101483,8;98487,1;20071609;114,024;1057;1,498;170,757;42,972;105,007;22,778;62,19;0,364;9,265;36,159;54,15;1,186;1,776;0,033;2,914;4,364;0,026;75;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01497561;726,886657;6,58877056;800;0,00137573;1;1;0;0;0;61,42393251;779,0412998;314,328856;853,082107;1;0;74;66,19331;71,19331;71,19331;76,19331;290;561;0,0018;Proteger;0;0;1;66;738,8800818;0,0013534;Calle pasante;1;0;Calle;Doble;1;1;Media;0;1;0;0;9;9;8,349569
76;100533;98465,5;20071504;105,645;655;2,348;248,107;52,273;151,137;44,697;40,913;0,165;6,196;37,446;87,942;0,483;1,134;0,013;1,453;3,412;0,014;76;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,02348493;284,3576583;5,650232806;300;0,003516698;2;0;1;0;0;162,7746335;331,0205303;319,4069674;543,678828;1;0;75;61,19331;66,19331;66,19331;71,19331;104;163;0,0061;Proteger;0;0;1;84;294,9970492;0,003389864;Calle pasante;1;0;Calle;Doble;0;0;Baja;0;0;1;0;5;5;8,592542
77;101149,6;98534,2;20071607;102,268;947;0,315;32,192;6,493;20,702;4,997;5,746;0,179;9,256;34,57;10,882;0,218;0,069;0,006;0,971;0,306;0,009;77;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00314779;640,5323738;6,462299665;700;0,001561201;1;1;0;0;0;76,92873165;677,4792013;336,5072254;640,5323738;1;0;76;66,607237;71,607237;71,607237;76,607237;201;469;0,0021;Proteger;0;0;1;75;664,10195;0,001505793;Calle cortada;0;1;Calle;Sencillo;0;0;Baja;0;0;1;1;15;16;53,173812
78;102131,4;98505,4;20072009;107,957;909;1,426;153,996;36,085;95,887;22,024;44,551;0,289;8,418;35,875;51,173;1,187;1,694;0,033;2,493;3,557;0,023;78;8;0;0;0;0;0;0;0;1;0;SUR;0;1;0,01426453;967,4762129;6,874690838;1000;0,001033617;1;1;0;0;0;59,19761637;1172,76609;172,212712;1352,019477;1;0;77;71,607237;76,607237;76,607237;81,607237;330;861;0,0012;Proteger;0;0;1;65;979,2234405;0,001021217;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;1;11;12;3,928759
79;101658,6;98494,7;20071609;114,024;1057;1,569;178,885;45,017;110,005;23,863;65,15;0,364;9,265;36,159;56,727;1,186;1,861;0,033;2,914;4,572;0,026;79;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01568838;760,460094;6,633923637;800;0,001314993;1;1;0;0;0;62,48731714;853,0679777;147,4693544;968,7509699;1;0;78;71,511331;76,511331;76,511331;81,511331;290;616;0,0016;Proteger;0;0;1;66;771,911431;0,001295485;Calle pasante;1;0;Calle;Doble;1;1;Media;0;1;0;0;9;9;8,349569
80;100830,4;98504,4;20071601;151,363;722;0,522;79;12,802;54,928;11,27;4,811;0,061;4,764;52,052;27,167;0;0;0;0,208;0,109;0,001;80;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00521928;455,5535323;6,121513234;500;0,002195132;2;0;1;0;0;56,23450938;442,7070699;290,1820602;510,0995047;1;0;79;61,511331;66,511331;66,511331;71,511331;201;332;0,003;Proteger;0;0;1;81;465,5410989;0,002148038;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;3;17;20;26,641801
81;100128,2;98541,6;20071413;86,458;747;0,54;46,712;10,443;29,453;6,816;8,193;0,175;8,64;29,049;15,695;0;0;0;0;0;0;81;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,00540279;40,91591184;3,71151903;100;0,024440369;2;0;1;0;0;32,6563104;101,96025;0;697,3705178;1;1;80;76,19331;81,19331;76,19331;81,19331;80;0;0;Proteger;0;0;1;87;57,17757935;0,017489373;Calle pasante;1;0;Avenida;Sencillo;1;0;Baja;0;0;1;0;0;0;0
82;101042;98547,8;20071606;153,04;1007;0,378;57,812;11,367;38,407;8,037;7,753;0,134;6,572;53,561;20,233;0,455;0,172;0,009;4,258;1,609;0,028;82;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00377756;568,0535356;6,342215667;600;0,001760397;1;1;0;0;0;16,83632347;599,2704712;306,6676344;568,0535356;1;0;81;66,511331;71,511331;71,511331;76,511331;201;382;0,0026;Proteger;0;0;1;79;583,6886344;0,001713242;Calle pasante;1;0;Avenida;Sencillo;0;1;Media;0;1;0;1;16;17;31,728257
83;100848,8;98524,7;20071601;151,363;722;0,517;78,249;12,68;54,405;11,163;4,765;0,061;4,764;52,052;26,909;0;0;0;0,208;0,108;0,001;83;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,0051696;454,2024923;6,118543117;500;0,002201661;2;0;1;0;0;83,53055115;444,2045848;300,2619629;496,9538556;1;0;82;56,19331;61,19331;61,19331;66,19331;201;314;0,0032;Proteger;0;0;1;80;465,0857528;0,002150141;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;8;8;9,706382
84;99671,9;98518,4;20071409;113,981;856;1,74;198,293;39,149;121,385;37,759;30,577;0,154;7,503;38,519;67,011;0,532;0,925;0,014;1,198;2,084;0,011;84;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01739698;449,2046818;6,107478645;500;0,002226157;2;0;1;0;0;240,3430148;485,218198;395,9488104;1094,880166;0;0;83;66,511331;71,511331;71,511331;76,511331;67;305;0,0033;Proteger;0;0;1;88;461,7643143;0,002165607;Calle pasante;1;0;Avenida;Sencillo;1;2;Alta;1;0;0;0;1;1;0,833056
85;101184,1;98569,9;20071607;102,268;947;0,291;29,717;5,994;19,111;4,613;5,305;0,178;9,256;34,57;10,046;0,218;0,063;0,006;0,971;0,282;0,009;85;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00290583;624,0577773;6,436242956;700;0,001602416;1;1;0;0;0;79,4090452;640,3775677;385,2673209;624,0577773;0;0;84;66,511331;71,511331;71,511331;76,511331;210;474;0,0021;Proteger;0;0;1;68;641,5518372;0,001558721;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;9;9;10,397412
86;101866,3;98481,5;20071901;177,374;878;2,678;474,994;132,003;317,023;25,968;221,252;0,466;4,949;55,368;148,271;3,433;9,193;0,062;5,858;15,687;0,033;86;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,02677926;849,8721838;6,745085966;900;0,001176648;1;1;0;0;0;69,20516205;991,4835878;3,432510468;1139,143419;1;0;85;76,511331;81,511331;81,511331;86,511331;330;736;0,0014;Proteger;0;0;1;65;863,1534742;0,001158543;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;1;11;12;3,928759
87;101059,6;98572,3;20071606;153,04;1007;0,327;50,12;9,855;33,297;6,968;6,721;0,134;6,572;53,561;17,541;0,455;0,149;0,009;4,258;1,395;0,028;87;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00327495;557,914783;6,324206232;600;0,001792388;1;1;0;0;0;46,70316072;605,9645334;334,8276997;557,914783;1;0;86;66,511331;71,511331;71,511331;76,511331;201;377;0,0027;Proteger;0;0;1;76;576,9637821;0,001733211;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;2;14;16;62,573328
88;100447;98553,9;20071504;105,645;655;1,301;137,462;28,961;83,736;24,764;22,667;0,165;6,196;37,446;48,724;0,483;0,629;0,013;1,453;1,89;0,014;88;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01301166;161,1016527;5,082035549;200;0,006207261;2;0;1;0;0;43,54186205;245,4380486;239,0089327;489,6092845;3;0;87;71,607237;76,607237;76,607237;81,607237;104;44;0,0227;Proteger;0;0;1;84;171,6982832;0,00582417;Calle pasante;1;0;Calle;Doble;0;0;Baja;0;0;1;0;5;5;8,592542
89;100868,4;98546,6;20071601;151,363;722;0,587;88,865;14,401;61,787;12,677;5,412;0,061;4,764;52,052;30,56;0;0;0;0,208;0,122;0,001;89;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00587097;453,1405104;6,116202255;500;0,002206821;2;0;1;0;0;92,65401482;447,492704;313,4888328;484,0766345;0;0;88;61,511331;66,511331;66,511331;71,511331;201;298;0,0034;Proteger;0;0;1;80;461,1864929;0,00216832;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;8;8;9,706382
90;100368,7;98588,5;20071413;86,458;747;0,371;32,089;7,174;20,233;4,682;5,628;0,175;8,64;29,049;10,782;0;0;0;0;0;0;90;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00371146;82,63666774;4,414453501;100;0,012101166;2;0;1;0;0;25,04483865;242,0353796;178,8824395;499,3537363;3;0;89;71,19331;76,19331;76,19331;81,19331;89;0;0;Proteger;0;0;1;84;97,20836637;0,01028718;Calle pasante;1;0;Calle;Doble;0;0;Baja;0;0;1;0;5;5;8,592542
91;101898,5;98577,7;20072009;107,957;909;0,49;52,872;12,389;32,921;7,561;15,296;0,289;8,418;35,875;17,569;1,187;0,582;0,033;2,493;1,221;0,023;91;8;0;0;0;0;0;0;0;1;0;SUR;0;1;0,00489746;779,875604;6,659134425;800;0,001282256;1;1;0;0;0;55,88993677;946,8242464;76,02524262;1113,647154;1;0;90;71,607237;76,607237;76,607237;81,607237;330;671;0,0015;Proteger;0;0;1;65;790,4369556;0,001265123;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;1;11;12;3,928759
92;99792,8;98564,4;20071408;123,32;936;1,102;135,886;31,213;87,687;16,986;19,024;0,14;7,583;39,563;43,595;0,661;0,728;0,017;1,056;1,164;0,009;92;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01101894;350,1783324;5,858442546;400;0,002855688;2;0;1;0;0;244,1554575;378,5394777;290,8578615;966,1035801;0;0;91;66,607237;71,607237;71,607237;76,607237;67;202;0,005;Proteger;0;0;1;88;375,1913384;0,002665307;Calle pasante;1;0;Avenida;Sencillo;1;2;Alta;1;0;0;0;1;1;0,833056
93;101198,8;98527,2;20071607;102,268;947;1,893;193,615;39,05;124,511;30,054;34,56;0,178;9,256;34,57;65,449;0,218;0,412;0,006;0,971;1,839;0,009;93;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01893217;669,0692814;6,505887614;700;0,001494614;1;1;0;0;0;101,229434;682,9412719;359,8900927;669,0692814;1;0;92;71,63713;76,63713;76,63713;81,63713;201;512;0,002;Proteger;0;0;1;67;682,8619195;0,001464425;Calle pasante;1;0;Calle;Doble;1;1;Media;0;1;0;5;57;62;64,576607
94;100887,8;98571;20071603;183,559;815;0,567;104,013;20,803;67,768;15,442;7,655;0,074;4,443;59,424;33,672;0;0;0;0;0;0;94;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00566647;450,1236182;6,109522252;500;0,002221612;2;0;1;0;0;76,88066896;451,2007877;331,4016089;470,2407919;0;0;93;61,511331;66,511331;66,511331;71,511331;201;281;0,0036;Proteger;0;0;1;80;457,1752823;0,002187345;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;8;8;9,706382
