PB_Obj;PB_Longi;PB_Latid;PB_Link10;PB_Den10;PB_Pob10;PB_UHecta;PB_Upobla;PB_UMen18;PB_UPEA65;PB_UMay65;PB_Uinmig;PB_RCHect;PB_UDenHo;PB_UHogar;PB_UDenNBIH;PB_UNBIH;PB_UDenNBI;PB_UNBI;GN_AuUni;GN_AuTra;GN_AuT1;GN_AuT2;GN_AuT3;GN_AuT4;GN_AuT5;GN_AuT6;GN_AuT7;GN_AuT8;GN_AuT9;GN_Secto;GN_SecNo;GN_SecSu;GN_AuKm2;GN_DsAu;GN_Ds100;GN_DsAuI;GN_AuFra;GN_AuFra1;GN_AuFra2;GN_AuFra3;GN_AuFra4;GN_DsAve;GN_DsSub;GN_DsEVe;GN_DsAcc;GN_DenPC;GN_EVeAm;RU_Id;RU_NDbaM;RU_NDbaX;RU_DDbaM;RU_DDbaX;RU_IdAu;RU_Ds;RU_DsInv;RU_Accio;RU_Reloc;RU_Aisla;RU_Prote;BA_Id;BA_Ds;BA_DsInv;BA_TBAu;BA_CPasan;BA_CCorta;BA_TVia;BA_SentVi;BA_TrPub;BA_IdTra;BA_NomTra;BA_TraAl;BA_TraMe;BA_TraBa;QR_PrAmb;QR_EsPub;QR_Total;QR_DenHa;RS_ResM2;RS_ComM2;RS_SAcM2;RS_AutM2;RS_OtrM2;RS_TotM2;RS_Mix;RS_ResCou;RS_ComCou;RS_SAcCou;RS_AutCou;RS_OtrCou;RS_TotCou;USM2_16;USM2_17;USM2_18;USM2_Tot;DL_2016;DL_2017;DL_2018;DL_HurPer;DL_HurAut;DL_RobPer;DL_Total;DL_Pr2016;DL_Pr2017;DL_Pr2018;DL_PrHurPer;DL_PrHurAut;DL_PrRobPer;DL_PrTotal
32;101756,7;98291,5;20071902,000;407,617;1659,000;0,327;133,276;40,007;86,119;7,150;50,205;4,064;124,750;40,789;9,843;3,218;21,158;6,918;32;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00326965;983,54418484000;1000,000;0,00101673114;1;1;0;0;0;109,45370906200;1077,35869456000;88,82763773660;1180,88140572000;0,00000000000;0;31,00000000000;76,32852000000;81,32852000000;81,32852000000;86,32852000000;290,00000000000;841;0,0012;Proteger;0;0;1;66,00000000000;996,70055325100;0,00100331037;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;101272,7;98262,9;20071608,000;104,735;1106,000;1,565;163,898;40,011;105,363;18,524;24,306;10,552;33,359;52,203;0,854;1,336;1,231;1,926;33;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01564881;932,65648152600;1000,000;0,00107220613;1;1;0;0;0;61,68058081700;941,27664634800;253,36511426100;933,57694870800;1,00000000000;0;32,00000000000;66,60723700000;71,60723700000;71,60723700000;76,60723700000;201,00000000000;749;0,0013;Proteger;0;0;1;67,00000000000;944,59256626400;0,00105865750;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;5,000000;57,000000;62,000000;64,576607;6290;0;219;634;3841;10981;15,3;21;0;2;6;7;36;0;0;1510,42;1510,42;9;10;10;8;0;21;29;0,054912361;0,061013735;0,061013735;0,048810988;0;0,128128843;0,176939831
34;101785,3;98298,7;20071902,000;407,617;1659,000;0,328;133,588;40,101;86,321;7,167;50,323;4,064;124,750;40,884;9,843;3,226;21,158;6,934;34;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00327730;985,92700127500;1000,000;0,00101427387;1;1;0;0;0;122,87080076600;1086,53448178000;67,35157987850;1195,75683764000;0,00000000000;0;33,00000000000;76,51133100000;81,51133100000;81,51133100000;86,51133100000;290,00000000000;849;0,0012;Proteger;0;0;1;66,00000000000;1000,76785449000;0,00099923273;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;100525,2;98266,5;20071505,000;105,856;705,000;1,648;174,440;40,579;109,860;24,001;30,178;6,659;34,992;57,663;0,451;0,744;0,602;0,992;35;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01647899;416,69987889200;500,000;0,00239980871;2;0;1;0;0;186,17978250600;413,34048432900;347,91984720000;739,13842401100;1,00000000000;0;34,00000000000;61,19331000000;66,19331000000;66,19331000000;71,19331000000;1292,00000000000;287;0,0035;Proteger;0;0;1;87,00000000000;426,77242059500;0,00234316922;Calle pasante;1;0;Avenida;Sencillo;1;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;6661;1209;594;687;831;9979;33,8;37;14;7;8;8;74;0;1829,27;1862,646667;1854,3025;10;4;9;8;1;14;23;0,057326387;0,022930555;0,051593748;0,04586111;0,005732639;0,080256942;0,13185069
36;101814,0;98305,5;20071902,000;407,617;1659,000;0,328;133,555;40,091;86,300;7,165;50,310;4,064;124,750;40,874;9,843;3,225;21,158;6,932;36;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00327649;989,53766087200;1000,000;0,00101057296;1;1;0;0;0;103,04279017300;1096,76921158000;54,39378025930;1211,48432400000;0,00000000000;0;35,00000000000;76,51133100000;81,51133100000;81,51133100000;86,51133100000;290,00000000000;857;0,0012;Proteger;0;0;1;66,00000000000;1006,03660207000;0,00099399962;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;100337,9;98290,8;20071503,000;149,068;960,000;1,875;279,554;69,015;176,177;34,362;53,590;6,441;49,058;92,001;1,398;2,622;4,347;8,151;37;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01875339;232,37100836500;300,000;0,00430346284;2;0;1;0;0;59,39616438700;240,48270995400;170,26294237800;774,20607430800;1,00000000000;0;36,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;1292,00000000000;98;0,0102;Proteger;0;0;1;88,00000000000;242,89973936000;0,00411692496;Calle pasante;1;0;Avenida;Sencillo;1;2,000000;Alta;1,000000;0,000000;0,000000;0,000000;1,000000;1,000000;0,833056;8227;335;392;1087;1193;11229;34,2;45;4;5;12;12;78;0;0;2071,732;2071,732;9;10;3;1;4;17;22;0,032194184;0,035771316;0,010731395;0,003577132;0,014308526;0,060811237;0,078696894
38;101709,4;98360,7;20071901,000;177,374;878,000;0,135;23,939;6,653;15,977;1,309;11,151;4,949;55,368;7,473;3,433;0,463;5,858;0,791;38;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00134962;903,45371518300;1000,000;0,00110686357;1;1;0;0;0;65,45805175640;993,63354849500;100,85246789600;1098,25634171999;0,00000000000;0;37,00000000000;71,19331000000;76,19331000000;76,19331000000;81,19331000000;290,00000000000;758;0,0013;Proteger;0;0;1;66,00000000000;915,26480486000;0,00109257998;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;101898,3;98332,3;20071902,000;407,617;1659,000;0,369;150,321;45,123;97,133;8,064;56,626;4,064;124,750;46,005;9,843;3,630;21,158;7,802;39;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00368780;998,73136241100;1000,000;0,00100127025;1;1;0;0;0;57,51882101980;1125,53381306000;34,68474997010;1256,18329275000;0,00000000000;0;38,00000000000;76,60723700000;81,60723700000;81,60723700000;86,60723700000;290,00000000000;879;0,0011;Proteger;0;0;1;65,00000000000;1013,28459890000;0,00098688957;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;1,000000;11,000000;12,000000;3,928759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;101928,1;98335,2;20071902,000;407,617;1659,000;0,330;134,706;40,436;87,043;7,227;50,744;4,064;124,750;41,226;9,843;3,253;21,158;6,992;40;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00330472;1008,57523006000;1100,000;0,00099149768;1;1;0;0;0;57,99177144160;1142,19573725000;38,04259688070;1277,23337514000;0,00000000000;0;39,00000000000;76,51133100000;81,51133100000;81,51133100000;86,51133100000;290,00000000000;892;0,0011;Proteger;0;0;1;65,00000000000;1021,97343934000;0,00097849901;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;1,000000;11,000000;12,000000;3,928759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;99868,8;98332,4;20071409,000;113,981;856,000;1,035;117,988;23,294;72,226;22,467;18,194;7,503;38,519;39,873;0,532;0,550;1,198;1,240;41;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01035151;207,79148907700;300,000;0,00481251665;2;0;1;0;0;46,65263726140;302,96297967600;206,37360465300;1030,55467536000;3,00000000000;0;40,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;1293,00000000000;83;0,0120;Proteger;0;0;1;89,00000000000;222,68887911800;0,00449057000;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;4732;1187;95;1331;1218;8558;26,1;25;13;2;15;6;61;0;0;1771,15;1771,15;12;8;10;3;3;24;30;0,101705376;0,067803584;0,08475448;0,025426344;0,025426344;0,203410753;0,254263441
42;101469,6;98289,8;20071608,000;104,735;1106,000;2,290;239,829;58,548;154,176;27,105;35,567;10,552;33,359;76,387;0,854;1,956;1,231;2,819;42;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,02289865;919,48686430400;1000,000;0,00108756312;1;1;0;0;0;62,77111363270;960,75277828500;350,48054954400;1005,29928981000;0,00000000000;0;41,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;290,00000000000;753;0,0013;Proteger;0;0;1;66,00000000000;933,80012783700;0,00107089298;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;1749;0;1749;0,2;0;0;0;2;0;2;0;0;1510,42;1510,42;111;4;3;7;3;108;118;0,462830488;0,016678576;0,012508932;0,029187508;0,012508932;0,450321556;0,492017996
43;101957,8;98342,3;20071902,000;407,617;1659,000;0,378;153,954;46,214;99,481;8,259;57,995;4,064;124,750;47,117;9,843;3,718;21,158;7,991;43;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00377693;1015,04280000000;1100,000;0,00098518013;1;1;0;0;0;58,02061227750;1156,11295377000;37,43100946660;1295,90182243000;1,00000000000;0;42,00000000000;76,60723700000;81,60723700000;81,60723700000;86,60723700000;330,00000000000;902;0,0011;Proteger;0;0;1;65,00000000000;1027,54224075000;0,00097319600;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;1,000000;11,000000;12,000000;3,928759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;101737,2;98371,6;20071901,000;177,374;878,000;0,159;28,186;7,833;18,812;1,541;13,129;4,949;55,368;8,798;3,433;0,546;5,858;0,931;44;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00158909;901,35006222500;1000,000;0,00110944686;1;1;0;0;0;78,53601026710;999,19176485100;71,25719958220;1110,33150695000;1,00000000000;0;43,00000000000;76,19331000000;81,19331000000;81,19331000000;86,19331000000;290,00000000000;762;0,0013;Proteger;0;0;1;66,00000000000;915,03613372800;0,00109285302;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;101647,4;98350,5;20071901,000;177,374;878,000;0,581;103,127;28,659;68,830;5,638;48,037;4,949;55,368;32,191;3,433;1,996;5,858;3,406;45;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00581411;895,46985764800;900,000;0,00111673217;1;1;0;0;0;26,77057183380;971,90172679300;163,48619894200;1063,29707768000;0,00000000000;0;44,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;290,00000000000;741;0,0013;Proteger;0;0;1;66,00000000000;905,69918836900;0,00110411935;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;3;4;0,009696783;0,009696783;0,019393565;0,009696783;0;0,029090348;0,038787131
46;100205,2;98363,9;20071502,000;70,569;1067,000;0,149;10,491;2,163;6,607;1,721;2,586;15,111;23,824;3,542;0,398;0,059;3,440;0,511;46;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00148660;82,69859592070;100,000;0,01209210373;2;0;1;0;0;13,89186662670;95,23274226060;20,47615710590;777,12043369000;1,00000000000;1;45,00000000000;70,00000000000;75,00000000000;75,00000000000;80,00000000000;45,00000000000;0;0,0000;Proteger;0;0;1;88,00000000000;102,41609755600;0,00976409006;Calle pasante;1;0;Avenida;Sencillo;1;2,000000;Alta;1,000000;0,000000;0,000000;0,000000;1,000000;1,000000;0,833056;0;0;0;0;0;0;0;0;0;0;0;0;0;1621,62;0;0;1621,62;2;0;0;0;0;2;2;0,190644357;0;0;0;0;0,190644357;0,190644357
47;100044,2;98385,0;20071409,000;113,981;856,000;0,089;10,143;2,003;6,209;1,931;1,564;7,503;38,519;3,428;0,532;0,047;1,198;0,107;47;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,00088988;54,94395120380;100,000;0,01820036561;2;0;1;0;0;9,86834706942;121,25393521900;23,77998093350;865,52471231300;5,00000000000;1;46,00000000000;76,19331000000;81,19331000000;75,00000000000;80,00000000000;46,00000000000;0;0,0000;Proteger;0;0;1;88,00000000000;66,78960714160;0,01497238931;Calle pasante;1;0;Avenida;Sencillo;1;2,000000;Alta;1,000000;0,000000;0,000000;0,000000;1,000000;1,000000;0,833056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1771,15;1771,15;0;1;0;0;0;1;1;0;0,098590258;0;0;0;0,098590258;0,098590258
48;101866,9;98334,9;20071902,000;407,617;1659,000;0,412;168,007;50,433;108,562;9,013;63,288;4,064;124,750;51,418;9,843;4,057;21,158;8,721;48;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00412170;983,13101953900;1000,000;0,00101715843;1;1;0;0;0;57,17290590420;1104,00055100000;31,30306178980;1230,59167518000;0,00000000000;0;47,00000000000;76,60723700000;81,60723700000;81,60723700000;86,60723700000;290,00000000000;860;0,0012;Proteger;0;0;1;65,00000000000;999,59833643300;0,00100040182;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;1,000000;11,000000;12,000000;3,928759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0,005952119;0;0;0;0,005952119;0,005952119
49;101764,9;98382,6;20071901,000;177,374;878,000;0,184;32,700;9,087;21,825;1,788;15,232;4,949;55,368;10,207;3,433;0,633;5,858;1,080;49;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00184355;900,02643953400;1000,000;0,00111107847;1;1;0;0;0;72,20389305380;1005,40520527000;41,71851864140;1122,87864623000;1,00000000000;0;48,00000000000;71,19331000000;76,19331000000;76,19331000000;81,19331000000;290,00000000000;766;0,0013;Proteger;0;0;1;66,00000000000;915,58078562800;0,00109220291;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;101178,5;98342,7;20071607,000;102,268;947,000;1,344;137,477;27,728;88,409;21,340;24,540;9,256;34,570;46,472;0,218;0,293;0,971;1,306;50;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01344282;814,38446905200;900,000;0,00122792126;1;1;0;0;0;55,22809851180;818,60159461000;217,41864863600;814,38446905200;1,00000000000;0;49,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;201,00000000000;627;0,0016;Proteger;0;0;1;80,00000000000;825,74800999600;0,00121102320;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;8,000000;8,000000;9,706382;5303;195;286;757;1073;7611;23,7;33;2;4;9;6;54;0;0;0;0;6;12;8;9;1;16;26;0,043643724;0,087287449;0,058191632;0,065465587;0,007273954;0,116383265;0,189122806
51;101002,4;98335,4;20071606,000;153,040;1007,000;1,743;266,749;52,449;177,215;37,085;35,771;6,572;53,561;93,357;0,455;0,794;4,258;7,422;51;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01743007;696,59838553300;700,000;0,00143554740;1;1;0;0;0;71,48380139920;683,56971345500;91,68422961670;732,15515719700;1,00000000000;0;50,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;201,00000000000;542;0,0018;Proteger;0;0;1;81,00000000000;706,45784614900;0,00141551262;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;3,000000;17,000000;20,000000;26,641801;7723;1491;302;1170;1499;12179;33,7;38;13;4;13;6;74;0;0;1979,17;1979,17;7;9;10;6;1;19;26;0,026241897;0,033739581;0,037488424;0,022493054;0,003748842;0,071228005;0,097469902
52;100783,0;98210,0;20071506,000;181,967;1110,000;11,321;2060,075;512,236;1224,910;322,931;298,711;6,093;54,821;620,630;0,329;3,724;0,658;7,448;52;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,11321135;641,68795504200;700,000;0,00155838986;1;1;0;0;0;175,51731816600;651,15052327900;134,58925321400;787,70909449200;0,00000000000;0;51,00000000000;71,64654000000;76,64654000000;76,64654000000;81,64654000000;112,00000000000;509;0,0020;Proteger;0;0;1;83,00000000000;650,75557437700;0,00153667527;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;6,000000;6,000000;12,610340;183801,4674;0;0;0;79922,69782;263724,1652;8,7;13;0;0;0;3;16;0;0;2208;2208;42;58;50;33;8;109;150;0,020387604;0,028154311;0,024270957;0,016018832;0,003883353;0,052910687;0,072812872
53;101822,4;98359,7;20071902,000;407,617;1659,000;0,743;302,818;90,900;195,673;16,245;114,072;4,064;124,750;92,677;9,843;7,312;21,158;15,718;53;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,00742900;942,49124601000;1000,000;0,00106101781;1;1;0;0;0;51,60484092380;1057,47174202000;2,63039366371;1180,87084590000;1,00000000000;0;52,00000000000;76,51133100000;81,51133100000;81,51133100000;86,51133100000;290,00000000000;816;0,0012;Proteger;0;0;1;66,00000000000;960,68729456900;0,00104092144;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54;100628,5;98358,8;20071505,000;105,856;705,000;1,924;203,687;47,382;128,279;28,025;35,238;6,659;34,992;67,331;0,451;0,869;0,602;1,158;54;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01924188;427,54187237900;500,000;0,00233895219;2;0;1;0;0;191,30185891400;455,35540347200;331,21526851600;633,18805607600;1,00000000000;0;53,00000000000;61,19331000000;66,19331000000;66,19331000000;71,19331000000;104,00000000000;303;0,0033;Proteger;0;0;1;84,00000000000;438,09083656500;0,00228263163;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;5,000000;5,000000;8,592542;7413;491;555;2247;1122;11818;34;45;6;6;22;4;83;0;1829,27;1862,646667;1854,3025;5;5;12;6;3;13;22;0,024547519;0,024547519;0,058914047;0,029457023;0,014728512;0,06382355;0,108009085
55;99966,0;98398,4;20071409,000;113,981;856,000;1,396;159,090;31,409;97,387;30,294;24,532;7,503;38,519;53,763;0,532;0,742;1,198;1,672;55;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01395753;133,17020804100;200,000;0,00750918704;2;0;1;0;0;57,04262207000;190,24532604200;95,30335447170;913,74647173000;3,00000000000;0;54,00000000000;76,60723700000;81,60723700000;76,51133100000;81,51133100000;1293,00000000000;57;0,0175;Proteger;0;0;1;88,00000000000;144,39129540600;0,00692562524;Calle pasante;1;0;Avenida;Sencillo;1;2,000000;Alta;1,000000;0,000000;0,000000;0,000000;1,000000;1,000000;0,833056;5443;193;358;1120;2129;9237;22,7;30;3;5;11;6;55;0;0;1771,15;1771,15;4;3;4;1;1;9;11;0,025143032;0,018857274;0,025143032;0,006285758;0,006285758;0,056571823;0,069143339
56;100429,6;98373,3;20071503,000;149,068;960,000;2,016;300,535;74,195;189,399;36,941;57,613;6,441;49,058;98,906;1,398;2,819;4,347;8,763;56;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,02016087;277,80548327200;300,000;0,00359964097;2;0;1;0;0;182,70822677000;286,93340117700;225,88124461800;663,09807792000;1,00000000000;0;55,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;102,00000000000;192;0,0052;Proteger;0;0;1;87,00000000000;290,46576703700;0,00344274649;Calle pasante;1;0;Avenida;Sencillo;1;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;9867;106;258;1135;1356;12717;32,9;47;1;3;11;10;72;0;0;2071,732;2071,732;8;7;10;4;5;16;25;0,026619222;0,023291819;0,033274027;0,013309611;0,016637014;0,053238443;0,083185068
57;101378,2;98374,5;20071608,000;104,735;1106,000;2,287;239,581;58,487;154,016;27,077;35,530;10,552;33,359;76,308;0,854;1,953;1,231;2,816;57;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,02287498;827,06670713800;900,000;0,00120909232;1;1;0;0;0;91,86593255100;855,79611944200;396,25077972600;885,82184235600;0,00000000000;0;56,00000000000;66,60723700000;71,60723700000;71,60723700000;76,60723700000;290,00000000000;661;0,0015;Proteger;0;0;1;67,00000000000;841,38258374500;0,00118851997;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;5,000000;57,000000;62,000000;64,576607;7476;0;0;0;23;7499;5,1;8;0;0;0;1;9;0;0;1510,42;1510,42;4;9;9;10;1;11;22;0,016695832;0,037565622;0,037565622;0,04173958;0,004173958;0,045913538;0,091827075
58;100260,1;98392,0;20071503,000;149,068;960,000;1,022;152,350;37,611;96,012;18,726;29,205;6,441;49,058;50,138;1,398;1,429;4,347;4,442;58;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01022013;123,56936533400;200,000;0,00809262067;2;0;1;0;0;41,88320701250;120,02556216600;55,97601484740;722,88069101200;1,00000000000;1;57,00000000000;76,60723700000;81,60723700000;81,60723700000;86,60723700000;45,00000000000;42;0,0238;Proteger;0;0;1;87,00000000000;142,47373922400;0,00701883733;Calle pasante;1;0;Avenida;Sencillo;1;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;2920;231;968;585;1201;5901;15,5;20;3;6;5;4;38;0;0;2071,732;2071,732;8;8;6;4;2;16;22;0,052510738;0,052510738;0,039383053;0,026255369;0,013127684;0,105021476;0,144404529
59;100930,6;98410,4;20071606,000;153,040;1007,000;1,151;176,089;34,623;116,985;24,481;23,613;6,572;53,561;61,628;0,455;0,524;4,258;4,899;59;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01150609;592,79482162100;600,000;0,00168692432;1;1;0;0;0;42,73156279340;580,07428566900;165,25311438400;633,72270538900;1,00000000000;0;58,00000000000;71,63713000000;76,63713000000;76,63713000000;81,63713000000;201,00000000000;446;0,0022;Proteger;0;0;1;81,00000000000;602,93143923600;0,00165856337;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;3,000000;17,000000;20,000000;26,641801;3841;861;1229;500;127;6550;25,9;26;15;12;7;2;62;0;0;1979,17;1979,17;5;7;6;3;1;14;18;0,028394786;0,0397527;0,034073743;0,017036871;0,005678957;0,0795054;0,102221228
60;101574,1;98402,7;20071609,000;114,024;1057,000;1,564;178,334;44,879;109,666;23,789;64,949;9,265;36,159;56,553;1,186;1,855;2,914;4,558;60;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01564009;826,65725501900;900,000;0,00120969119;1;1;0;0;0;62,42029235020;892,46210847800;222,42968676800;975,76800316700;0,00000000000;0;59,00000000000;66,19331000000;71,19331000000;71,19331000000;76,19331000000;290,00000000000;666;0,0015;Proteger;0;0;1;66,00000000000;837,10715305600;0,00119459020;Calle pasante;1;0;Calle;Doble;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;9,000000;9,000000;8,349569;3989;1150;270;344;4711;10463;21,1;26;3;2;4;11;46;0;0;0;0;20;4;76;6;0;94;100;0,112149044;0,022429809;0,426166366;0,033644713;0;0,527100505;0,560745218
61;99781,4;98413,6;20071409,000;113,981;856,000;1,507;171,756;33,910;105,140;32,706;26,485;7,503;38,519;58,043;0,532;0,801;1,198;1,805;61;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01506876;312,61420085100;400,000;0,00319883101;2;0;1;0;0;160,08121110200;370,78119929800;277,57208406200;1051,74571842000;0,00000000000;0;60,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;1293,00000000000;192;0,0052;Proteger;0;0;1;88,00000000000;327,38168273300;0,00305453864;Calle pasante;1;0;Avenida;Sencillo;1;2,000000;Alta;1,000000;0,000000;0,000000;0,000000;1,000000;1,000000;0,833056;6840;333;229;1726;1573;10695;27,3;39;2;2;21;2;66;0;0;1771,15;1771,15;6;3;11;5;0;15;20;0,034933325;0,017466663;0,06404443;0,029111105;0;0,087333314;0,116444418
62;101086,7;98422,6;20071607,000;102,268;947,000;1,216;124,368;25,084;79,979;19,305;22,200;9,256;34,570;42,041;0,218;0,265;0,971;1,181;62;9;0;0;0;0;0;0;0;0;1;SUR;0;1;0,01216105;696,23882375000;700,000;0,00143628876;1;1;0;0;0;49,53036969600;698,11548818400;208,76388352500;697,05595430400;1,00000000000;0;61,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;201,00000000000;508;0,0020;Proteger;0;0;1;80,00000000000;704,03141020900;0,00142039117;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;8,000000;8,000000;9,706382;5801;87;354;832;1590;8662;22,2;31;1;4;9;7;52;0;0;0;0;5;3;5;3;0;10;13;0,040203151;0,02412189;0,040203151;0,02412189;0;0,080406301;0,104528192
